time, body_id, mass, pos_x, pos_y, pos_z, vel_x, vel_y, vel_z
6.5, 8, 5.1514e-05, 25.441, -15.6036, -0.891912, 0.597666, 0.991391, -0.0219912
6.5, 9, 7.396e-09, -3.91539, -27.8212, 10.6636, 1.14206, 0.120915, -0.419494
7, 0, 1, 0.0199275, 0.00155158, -0.000290159, 0.000245297, 0.00283834, -3.25385e-05
7, 1, 3.0035e-06, 0.884117, -0.458691, -0.000141338, 2.99772, 5.6494, -0.00179444
7, 2, 1.6601e-07, 0.010778, -0.458992, -0.0411027, 8.44046, 1.39717, -0.427622
7, 3, 2.4478e-06, 0.153076, -0.724188, -0.0460845, 7.22825, 0.967019, -0.413229
7, 4, 3.2272e-07, 0.117024, 3.20124, 0.0927624, -2.93418, -0.775195, -0.0227097
7, 5, 0.00095479, -5.31511, -0.263991, 0.163179, 0.114872, -2.67198, 0.0113731
7, 6, 0.00028588, -6.63332, 6.54162, 0.320108, -1.48519, -1.46816, 0.0824526
7, 7, 4.3662e-05, 18.6652, -3.78441, -0.220972, 0.289535, 1.41059, 0.00698309
7, 8, 5.1514e-05, 25.7351, -15.105, -0.902741, 0.57865, 1.00281, -0.0213239
7, 9, 7.396e-09, -3.34367, -27.7556, 10.4519, 1.14474, 0.141355, -0.427259
7.5, 0, 1, 0.019897, 0.0029633, -0.000301599, -0.000401152, 0.00281384, -1.08263e-05
7.5, 1, 3.0035e-06, -0.830949, 0.63909, -0.000504673, -3.53695, -4.7094, 0.00148937
7.5, 2, 1.6601e-07, 0.337085, -0.299782, -0.0483052, 6.60885, 5.90904, 0.0980806
7.5, 3, 2.4478e-06, -0.617316, 0.446796, 0.0632796, -3.43343, -6.04, -0.0906234
7.5, 4, 3.2272e-07, -1.27286, 2.28429, 0.066019, -2.38636, -2.99104, -0.08712
7.5, 5, 0.00095479, -5.08694, -1.57709, 0.163554, 0.792621, -2.55212, -0.00987061
7.5, 6, 0.00028588, -7.33415, 5.76936, 0.35931, -1.31544, -1.61758, 0.0742076
7.5, 7, 4.3662e-05, 18.7965, -3.07658, -0.217323, 0.235881, 1.42042, 0.00761061
7.5, 8, 5.1514e-05, 26.0196, -14.6009, -0.913234, 0.559412, 1.01387, -0.0206484
7.5, 9, 7.396e-09, -2.77071, -27.6797, 10.2364, 1.14704, 0.162167, -0.435025
8, 0, 1, 0.0195146, 0.00430814, -0.000301295, -0.00107483, 0.00252365, 9.97001e-06
8, 1, 3.0035e-06, 0.695708, -0.703879, -7.31182e-05, 4.61003, 4.42959, -0.00141529
8, 2, 1.6601e-07, 0.524957, -0.0507381, -0.0383645, 2.21855, 7.42594, 0.52212
8, 3, 2.4478e-06, 0.767502, 0.441469, -0.0257239, -3.19689, 5.31963, 0.477665
8, 4, 3.2272e-07, -1.83125, 0.189609, 0.00505574, 0.875519, -5.11768, -0.148862
8, 5, 0.00095479, -4.53091, -2.78868, 0.153411, 1.41989, -2.26792, -0.0304967
8, 6, 0.00028588, -7.9463, 4.92744, 0.394175, -1.1309, -1.74656, 0.0651212
8, 7, 4.3662e-05, 18.901, -2.36433, -0.213363, 0.181902, 1.42823, 0.00822707
8, 8, 5.1514e-05, 26.2945, -14.0912, -0.923388, 0.539958, 1.02455, -0.019965
8, 9, 7.396e-09, -2.1967, -27.5934, 10.0169, 1.14896, 0.183353, -0.442788
8.5, 0, 1, 0.0188392, 0.00549163, -0.000290377, -0.0016397, 0.00217449, 3.27612e-05
8.5, 1, 3.0035e-06, -0.593725, 0.873341, -0.000571074, -4.82632, -3.38021, 0.00112166
8.5, 2, 1.6601e-07, 0.582592, 0.164674, -0.0229104, -1.28508, 6.51207, 0.669494
8.5, 3, 2.4478e-06, 0.131506, -0.78699, -0.0482056, 6.73306, 0.33131, -0.414126
8.5, 4, 3.2272e-07, 0.028289, -1.68111, -0.0493231, 5.52568, -0.888874, -0.0257527
8.5, 5, 0.00095479, -3.68169, -3.82016, 0.133364, 1.9594, -1.83488, -0.0492869
8.5, 6, 0.00028588, -8.46302, 4.02644, 0.424313, -0.934167, -1.85372, 0.0553224
8.5, 7, 4.3662e-05, 18.9784, -1.64869, -0.209098, 0.127677, 1.43398, 0.0088316
8.5, 8, 5.1514e-05, 26.5595, -13.5764, -0.933198, 0.520296, 1.03485, -0.0192739
8.5, 9, 7.396e-09, -1.62183, -27.4963, 9.79359, 1.15046, 0.204913, -0.45054
9, 0, 1, 0.0179001, 0.00645384, -0.000270094, -0.00209811, 0.00166078, 4.9823e-05
9, 1, 3.0035e-06, 0.437787, -0.878231, 1.70059e-05, 5.76062, 2.76635, -0.000839361
9, 2, 1.6601e-07, 0.526368, 0.279054, -0.00906916, -4.02146, 5.46629, 0.754753
9, 3, 2.4478e-06, -0.581475, 0.418959, 0.0592807, -4.06507, -6.16846, -0.0568085
9, 4, 3.2272e-07, 2.24343, -0.903099, -0.0266624, 2.8932, 3.00341, 0.08738
9, 5, 0.00095479, -2.59184, -4.60256, 0.104625, 2.37708, -1.27612, -0.0650778
9, 6, 0.00028588, -8.87888, 3.07754, 0.449401, -0.72795, -1.93801, 0.0449474
9, 7, 4.3662e-05, 19.0286, -0.93069, -0.204534, 0.0732829, 1.43768, 0.00942335
9, 8, 5.1514e-05, 26.8147, -13.0565, -0.942661, 0.500434, 1.04477, -0.0185754
9, 9, 7.396e-09, -1.04631, -27.3884, 9.56638, 1.15154, 0.226848, -0.458278
9.5, 0, 1, 0.0167691, 0.00712745, -0.000241224, -0.00237808, 0.00103735, 6.27403e-05
9.5, 1, 3.0035e-06, -0.297629, 1.02167, -0.000570508, -5.63919, -1.7176, 0.000614165
9.5, 2, 1.6601e-07, 0.309441, 0.376721, 0.0138193, -7.42094, 3.87017, 0.833978
9.5, 3, 2.4478e-06, 0.805543, 0.257733, -0.037855, -2.48428, 6.02584, 0.468365
